,image_name,image_path,mask_path,split_name,dir_name
140,g32_xoff_352_yoff_96,,,VALID,data
141,g32_xoff_384_yoff_128,,,VALID,data
142,g32_xoff_384_yoff_160,,,TRAIN,data
143,g32_xoff_384_yoff_192,,,TRAIN,data
144,g32_xoff_384_yoff_224,,,TEST,data
145,g32_xoff_384_yoff_256,,,TEST,data
146,g32_xoff_384_yoff_288,,,VALID,data
147,g32_xoff_384_yoff_96,,,VALID,data
148,g32_xoff_416_yoff_128,,,TRAIN,data
149,g32_xoff_416_yoff_160,,,TRAIN,data
150,g32_xoff_416_yoff_224,,,VALID,data
151,g32_xoff_416_yoff_256,,,TRAIN,data
152,g32_xoff_416_yoff_288,,,TRAIN,data
153,g32_xoff_416_yoff_96,,,TEST,data
154,g32_xoff_448_yoff_128,,,TRAIN,data
155,g32_xoff_448_yoff_160,,,TRAIN,data
156,g32_xoff_448_yoff_192,,,TEST,data
157,g32_xoff_448_yoff_224,,,TEST,data
158,g32_xoff_448_yoff_256,,,VALID,data
159,g32_xoff_448_yoff_288,,,VALID,data
160,g32_xoff_480_yoff_128,,,TRAIN,data
161,g32_xoff_480_yoff_160,,,TRAIN,data
162,g32_xoff_480_yoff_192,,,TEST,data
163,g32_xoff_480_yoff_224,,,TRAIN,data
164,g32_xoff_480_yoff_256,,,TEST,data
165,g32_xoff_512_yoff_128,,,TEST,data
166,g32_xoff_512_yoff_160,,,VALID,data
167,g32_xoff_512_yoff_192,,,TRAIN,data
168,g32_xoff_512_yoff_224,,,TRAIN,data
169,g32_xoff_512_yoff_256,,,TEST,data
170,g32_xoff_64_yoff_128,,,TRAIN,data
171,g32_xoff_64_yoff_160,,,TRAIN,data
172,g32_xoff_64_yoff_192,,,TRAIN,data
173,g32_xoff_64_yoff_224,,,VALID,data
174,g32_xoff_96_yoff_128,,,TRAIN,data
175,g32_xoff_96_yoff_160,,,TRAIN,data
176,g32_xoff_96_yoff_192,,,TRAIN,data
177,g32_xoff_96_yoff_256,,,TRAIN,data
178,g32_xoff_96_yoff_96,,,TRAIN,data
179,g35_xoff_128_yoff_0,,,TRAIN,data
180,g35_xoff_128_yoff_128,,,TRAIN,data
181,g35_xoff_128_yoff_64,,,TRAIN,data
182,g35_xoff_128_yoff_96,,,TEST,data
183,g35_xoff_160_yoff_0,,,TRAIN,data
184,g35_xoff_160_yoff_64,,,TEST,data
185,g35_xoff_160_yoff_96,,,TRAIN,data
186,g35_xoff_32_yoff_128,,,VALID,data
187,g35_xoff_64_yoff_128,,,VALID,data
188,g35_xoff_96_yoff_64,,,TRAIN,data
189,g35_xoff_96_yoff_96,,,TRAIN,data
190,g36_xoff_0_yoff_0,,,TEST,data
191,g36_xoff_0_yoff_32,,,TEST,data
192,g36_xoff_32_yoff_0,,,VALID,data
193,g36_xoff_32_yoff_32,,,TRAIN,data
194,g36_xoff_64_yoff_0,,,TEST,data
195,g36_xoff_64_yoff_32,,,TRAIN,data
196,g36_xoff_96_yoff_0,,,VALID,data
197,g36_xoff_96_yoff_32,,,TEST,data
198,g37_xoff_0_yoff_0,,,VALID,data
199,g38_xoff_0_yoff_0,,,TRAIN,data
200,g38_xoff_32_yoff_0,,,TEST,data
201,g38_xoff_32_yoff_32,,,TRAIN,data
202,g39_xoff_0_yoff_0,,,TRAIN,data
203,g39_xoff_32_yoff_0,,,VALID,data
204,g3_xoff_0_yoff_0,,,TRAIN,data
205,g40_xoff_0_yoff_0,,,TRAIN,data
206,g40_xoff_32_yoff_0,,,TRAIN,data
207,g41_xoff_0_yoff_32,,,TRAIN,data
208,g41_xoff_32_yoff_64,,,TRAIN,data
209,g41_xoff_64_yoff_64,,,TRAIN,data
210,g42_xoff_0_yoff_0,,,VALID,data
211,g42_xoff_32_yoff_0,,,TEST,data
212,g43_xoff_0_yoff_0,,,TRAIN,data
213,g43_xoff_0_yoff_128,,,TRAIN,data
214,g43_xoff_0_yoff_32,,,TRAIN,data
215,g43_xoff_96_yoff_32,,,TRAIN,data
216,g44_xoff_128_yoff_32,,,TRAIN,data
217,g44_xoff_160_yoff_0,,,TRAIN,data
218,g44_xoff_160_yoff_32,,,VALID,data
219,g44_xoff_32_yoff_64,,,TRAIN,data
220,g44_xoff_64_yoff_32,,,TEST,data
221,g44_xoff_64_yoff_64,,,TRAIN,data
222,g44_xoff_64_yoff_96,,,VALID,data
223,g44_xoff_96_yoff_32,,,TRAIN,data
224,g44_xoff_96_yoff_64,,,TRAIN,data
225,g45_xoff_0_yoff_64,,,TRAIN,data
226,g45_xoff_32_yoff_64,,,VALID,data
227,g45_xoff_64_yoff_0,,,VALID,data
228,g45_xoff_64_yoff_32,,,VALID,data
229,g46_xoff_64_yoff_96,,,TRAIN,data
230,g46_xoff_96_yoff_64,,,TRAIN,data
231,g46_xoff_96_yoff_96,,,TRAIN,data
232,g47_xoff_0_yoff_32,,,TRAIN,data
233,g47_xoff_0_yoff_64,,,TRAIN,data
234,g47_xoff_32_yoff_32,,,TRAIN,data
235,g47_xoff_32_yoff_64,,,TRAIN,data
236,g47_xoff_64_yoff_32,,,TEST,data
237,g47_xoff_64_yoff_64,,,TRAIN,data
238,g47_xoff_96_yoff_32,,,TRAIN,data
239,g48_xoff_0_yoff_32,,,TRAIN,data
240,g48_xoff_0_yoff_64,,,TRAIN,data
241,g48_xoff_128_yoff_0,,,TEST,data
242,g48_xoff_128_yoff_32,,,TEST,data
243,g48_xoff_160_yoff_0,,,TRAIN,data
244,g48_xoff_160_yoff_32,,,TRAIN,data
245,g48_xoff_32_yoff_32,,,TRAIN,data
246,g48_xoff_32_yoff_64,,,TRAIN,data
247,g49_xoff_64_yoff_32,,,TRAIN,data
248,g49_xoff_64_yoff_64,,,TRAIN,data
249,g49_xoff_64_yoff_96,,,TRAIN,data
250,g49_xoff_96_yoff_96,,,TRAIN,data
251,g4_xoff_0_yoff_32,,,TRAIN,data
252,g4_xoff_32_yoff_0,,,TEST,data
253,g4_xoff_32_yoff_32,,,TRAIN,data
254,g4_xoff_64_yoff_0,,,TRAIN,data
255,g50_xoff_32_yoff_32,,,TEST,data
256,g50_xoff_32_yoff_64,,,TEST,data
257,g50_xoff_32_yoff_96,,,TRAIN,data
258,g50_xoff_64_yoff_32,,,TEST,data
259,g50_xoff_64_yoff_64,,,TRAIN,data
260,g50_xoff_96_yoff_32,,,VALID,data
261,g50_xoff_96_yoff_64,,,TEST,data
262,g51_xoff_32_yoff_32,,,TRAIN,data
263,g51_xoff_32_yoff_64,,,TRAIN,data
264,g51_xoff_64_yoff_64,,,TRAIN,data
265,g51_xoff_96_yoff_64,,,VALID,data
266,g52_xoff_32_yoff_0,,,TRAIN,data
267,g52_xoff_64_yoff_32,,,TRAIN,data
268,g53_xoff_128_yoff_128,,,TRAIN,data
269,g53_xoff_128_yoff_96,,,TRAIN,data
270,g53_xoff_32_yoff_128,,,TRAIN,data
271,g53_xoff_32_yoff_64,,,TRAIN,data
272,g53_xoff_64_yoff_128,,,TRAIN,data
273,g53_xoff_64_yoff_64,,,TRAIN,data
274,g53_xoff_96_yoff_128,,,TRAIN,data
275,g54_xoff_128_yoff_160,,,TRAIN,data
276,g54_xoff_128_yoff_224,,,TEST,data
277,g54_xoff_160_yoff_160,,,TRAIN,data
278,g54_xoff_192_yoff_128,,,TRAIN,data
279,g54_xoff_192_yoff_32,,,TRAIN,data
280,g54_xoff_192_yoff_384,,,VALID,data
281,g54_xoff_192_yoff_64,,,TEST,data
282,g54_xoff_224_yoff_128,,,TRAIN,data
283,g54_xoff_256_yoff_160,,,VALID,data
284,g54_xoff_256_yoff_192,,,TRAIN,data
285,g54_xoff_256_yoff_224,,,TRAIN,data
286,g54_xoff_288_yoff_160,,,TRAIN,data
287,g54_xoff_288_yoff_192,,,TRAIN,data
288,g54_xoff_288_yoff_224,,,VALID,data
289,g54_xoff_288_yoff_320,,,TRAIN,data
290,g54_xoff_288_yoff_352,,,TRAIN,data
291,g54_xoff_288_yoff_384,,,TEST,data
292,g54_xoff_320_yoff_352,,,VALID,data
293,g54_xoff_320_yoff_384,,,TRAIN,data
294,g54_xoff_384_yoff_96,,,VALID,data
295,g54_xoff_96_yoff_160,,,TRAIN,data
296,g54_xoff_96_yoff_192,,,TEST,data
297,g55_xoff_256_yoff_64,,,TRAIN,data
298,g55_xoff_288_yoff_64,,,TRAIN,data
299,g55_xoff_32_yoff_32,,,VALID,data
300,g55_xoff_32_yoff_64,,,TRAIN,data
301,g55_xoff_64_yoff_32,,,TRAIN,data
302,g55_xoff_64_yoff_64,,,TRAIN,data
303,g55_xoff_96_yoff_192,,,TEST,data
304,g56_xoff_0_yoff_32,,,TRAIN,data
305,g56_xoff_0_yoff_64,,,TRAIN,data
306,g56_xoff_128_yoff_128,,,TEST,data
307,g56_xoff_32_yoff_0,,,TRAIN,data
308,g56_xoff_32_yoff_32,,,TRAIN,data
309,g56_xoff_32_yoff_64,,,TEST,data
310,g56_xoff_32_yoff_96,,,VALID,data
311,g56_xoff_64_yoff_64,,,VALID,data
312,g56_xoff_64_yoff_96,,,TRAIN,data
313,g56_xoff_96_yoff_128,,,TRAIN,data
314,g56_xoff_96_yoff_96,,,TRAIN,data
315,g57_xoff_0_yoff_0,,,TRAIN,data
316,g57_xoff_32_yoff_0,,,TRAIN,data
317,g58_xoff_0_yoff_32,,,VALID,data
318,g58_xoff_0_yoff_64,,,TEST,data
319,g58_xoff_160_yoff_64,,,TRAIN,data
320,g58_xoff_64_yoff_32,,,TRAIN,data
321,g59_xoff_0_yoff_0,,,TRAIN,data
322,g59_xoff_0_yoff_32,,,TRAIN,data
323,g59_xoff_64_yoff_0,,,TRAIN,data
324,g59_xoff_64_yoff_32,,,TRAIN,data
325,g59_xoff_64_yoff_64,,,TEST,data
326,g59_xoff_96_yoff_0,,,TRAIN,data
327,g59_xoff_96_yoff_32,,,VALID,data
328,g5_xoff_0_yoff_0,,,VALID,data
329,g60_xoff_0_yoff_32,,,TRAIN,data
330,g60_xoff_32_yoff_32,,,VALID,data
331,g61_xoff_0_yoff_32,,,VALID,data
332,g61_xoff_128_yoff_32,,,TRAIN,data
333,g61_xoff_128_yoff_64,,,TRAIN,data
334,g61_xoff_32_yoff_32,,,TRAIN,data
335,g61_xoff_64_yoff_32,,,TRAIN,data
336,g61_xoff_64_yoff_64,,,TEST,data
337,g61_xoff_96_yoff_0,,,TRAIN,data
338,g61_xoff_96_yoff_32,,,TRAIN,data
339,g61_xoff_96_yoff_64,,,TRAIN,data
340,g62_xoff_0_yoff_32,,,TRAIN,data
341,g62_xoff_0_yoff_64,,,TEST,data
342,g62_xoff_32_yoff_32,,,TRAIN,data
343,g62_xoff_32_yoff_64,,,TRAIN,data
344,g62_xoff_64_yoff_32,,,TEST,data
345,g62_xoff_64_yoff_64,,,TRAIN,data
346,g62_xoff_96_yoff_32,,,TRAIN,data
347,g62_xoff_96_yoff_64,,,TRAIN,data
348,g63_xoff_32_yoff_0,,,TRAIN,data
349,g63_xoff_32_yoff_32,,,VALID,data
350,g63_xoff_32_yoff_64,,,TRAIN,data
351,g63_xoff_64_yoff_0,,,TRAIN,data
352,g63_xoff_64_yoff_32,,,TRAIN,data
353,g63_xoff_96_yoff_0,,,TRAIN,data
354,g63_xoff_96_yoff_32,,,VALID,data
355,g64_xoff_32_yoff_32,,,VALID,data
356,g64_xoff_32_yoff_64,,,TRAIN,data
357,g64_xoff_64_yoff_0,,,TRAIN,data
358,g64_xoff_64_yoff_32,,,TEST,data
359,g64_xoff_64_yoff_64,,,TRAIN,data
360,g65_xoff_128_yoff_32,,,TRAIN,data
361,g65_xoff_128_yoff_64,,,TRAIN,data
362,g65_xoff_160_yoff_32,,,TRAIN,data
363,g65_xoff_160_yoff_64,,,TEST,data
364,g65_xoff_192_yoff_64,,,TRAIN,data
365,g65_xoff_224_yoff_32,,,TRAIN,data
366,g65_xoff_224_yoff_64,,,TRAIN,data
367,g65_xoff_32_yoff_0,,,VALID,data
368,g65_xoff_32_yoff_32,,,TRAIN,data
369,g65_xoff_32_yoff_64,,,TRAIN,data
370,g65_xoff_32_yoff_96,,,TRAIN,data
371,g65_xoff_64_yoff_64,,,TRAIN,data
372,g65_xoff_64_yoff_96,,,TRAIN,data
373,g65_xoff_96_yoff_32,,,TRAIN,data
374,g65_xoff_96_yoff_64,,,TRAIN,data
375,g66_xoff_0_yoff_64,,,TRAIN,data
376,g66_xoff_128_yoff_0,,,TRAIN,data
377,g66_xoff_128_yoff_32,,,VALID,data
378,g66_xoff_128_yoff_64,,,TEST,data
379,g66_xoff_160_yoff_0,,,TRAIN,data
380,g66_xoff_160_yoff_32,,,TEST,data
381,g66_xoff_160_yoff_64,,,TRAIN,data
382,g66_xoff_32_yoff_32,,,TEST,data
383,g66_xoff_32_yoff_64,,,TEST,data
384,g66_xoff_64_yoff_64,,,TRAIN,data
385,g66_xoff_96_yoff_64,,,TEST,data
386,g67_xoff_0_yoff_0,,,TEST,data
387,g67_xoff_0_yoff_32,,,TRAIN,data
388,g67_xoff_32_yoff_0,,,TRAIN,data
389,g67_xoff_32_yoff_32,,,TEST,data
390,g67_xoff_64_yoff_0,,,TRAIN,data
391,g67_xoff_64_yoff_32,,,TRAIN,data
392,g68_xoff_128_yoff_128,,,TRAIN,data
393,g68_xoff_128_yoff_160,,,TEST,data
394,g68_xoff_128_yoff_64,,,TRAIN,data
395,g68_xoff_128_yoff_96,,,TEST,data
396,g68_xoff_160_yoff_64,,,TRAIN,data
397,g68_xoff_64_yoff_160,,,TRAIN,data
398,g68_xoff_96_yoff_0,,,TRAIN,data
399,g68_xoff_96_yoff_128,,,TEST,data
400,g68_xoff_96_yoff_160,,,TRAIN,data
401,g68_xoff_96_yoff_64,,,TRAIN,data
402,g68_xoff_96_yoff_96,,,TRAIN,data
403,g69_xoff_0_yoff_32,,,TRAIN,data
404,g69_xoff_32_yoff_0,,,TEST,data
405,g69_xoff_32_yoff_32,,,TEST,data
406,g69_xoff_64_yoff_0,,,VALID,data
407,g69_xoff_64_yoff_32,,,TRAIN,data
408,g70_xoff_0_yoff_0,,,TRAIN,data
409,g70_xoff_96_yoff_0,,,TRAIN,data
410,g70_xoff_96_yoff_32,,,TRAIN,data
411,g71_xoff_0_yoff_128,,,TRAIN,data
412,g71_xoff_0_yoff_160,,,VALID,data
413,g71_xoff_0_yoff_32,,,TRAIN,data
414,g71_xoff_0_yoff_64,,,TEST,data
415,g71_xoff_0_yoff_96,,,VALID,data
416,g71_xoff_128_yoff_32,,,VALID,data
417,g71_xoff_128_yoff_64,,,TRAIN,data
418,g71_xoff_160_yoff_32,,,TRAIN,data
419,g71_xoff_32_yoff_0,,,TRAIN,data
420,g71_xoff_32_yoff_128,,,TRAIN,data
421,g71_xoff_32_yoff_160,,,TRAIN,data
422,g71_xoff_32_yoff_32,,,TRAIN,data
423,g71_xoff_32_yoff_64,,,VALID,data
424,g71_xoff_32_yoff_96,,,TRAIN,data
425,g71_xoff_64_yoff_0,,,TRAIN,data
426,g71_xoff_64_yoff_32,,,TRAIN,data
427,g71_xoff_96_yoff_0,,,TRAIN,data
428,g71_xoff_96_yoff_32,,,TRAIN,data
429,g71_xoff_96_yoff_64,,,VALID,data
430,g72_xoff_0_yoff_128,,,TRAIN,data
431,g72_xoff_160_yoff_32,,,TRAIN,data
432,g72_xoff_192_yoff_160,,,TRAIN,data
433,g72_xoff_224_yoff_128,,,TRAIN,data
434,g72_xoff_224_yoff_160,,,TRAIN,data
435,g72_xoff_224_yoff_192,,,TRAIN,data
436,g72_xoff_256_yoff_64,,,TRAIN,data
437,g72_xoff_256_yoff_96,,,VALID,data
438,g72_xoff_288_yoff_64,,,TRAIN,data
439,g72_xoff_288_yoff_96,,,VALID,data
440,g72_xoff_32_yoff_64,,,VALID,data
441,g72_xoff_32_yoff_96,,,TRAIN,data
442,g72_xoff_64_yoff_64,,,TRAIN,data
443,g72_xoff_64_yoff_96,,,TRAIN,data
444,g72_xoff_96_yoff_128,,,TRAIN,data
445,g72_xoff_96_yoff_160,,,TRAIN,data
446,g73_xoff_0_yoff_32,,,TRAIN,data
447,g73_xoff_0_yoff_64,,,TRAIN,data
448,g73_xoff_32_yoff_0,,,TRAIN,data
449,g73_xoff_32_yoff_32,,,TEST,data
450,g73_xoff_64_yoff_0,,,TRAIN,data
451,g73_xoff_64_yoff_32,,,TRAIN,data
452,g74_xoff_0_yoff_32,,,TRAIN,data
453,g74_xoff_128_yoff_32,,,TRAIN,data
454,g74_xoff_160_yoff_0,,,TRAIN,data
455,g74_xoff_160_yoff_32,,,TRAIN,data
456,g74_xoff_160_yoff_64,,,TRAIN,data
457,g74_xoff_160_yoff_96,,,TRAIN,data
458,g74_xoff_192_yoff_64,,,TEST,data
459,g74_xoff_192_yoff_96,,,VALID,data
460,g74_xoff_224_yoff_0,,,VALID,data
461,g74_xoff_224_yoff_32,,,VALID,data
462,g74_xoff_32_yoff_0,,,TRAIN,data
463,g74_xoff_32_yoff_32,,,VALID,data
464,g74_xoff_32_yoff_64,,,TRAIN,data
465,g74_xoff_64_yoff_0,,,TRAIN,data
466,g75_xoff_32_yoff_64,,,TRAIN,data
467,g75_xoff_64_yoff_64,,,TRAIN,data
468,g75_xoff_96_yoff_64,,,TRAIN,data
469,g76_xoff_0_yoff_32,,,TRAIN,data
470,g76_xoff_32_yoff_0,,,VALID,data
471,g76_xoff_32_yoff_32,,,VALID,data
472,g76_xoff_32_yoff_64,,,VALID,data
473,g76_xoff_64_yoff_0,,,TRAIN,data
474,g76_xoff_64_yoff_128,,,TEST,data
475,g76_xoff_64_yoff_160,,,TEST,data
476,g76_xoff_64_yoff_32,,,TRAIN,data
477,g76_xoff_64_yoff_64,,,TRAIN,data
478,g76_xoff_96_yoff_64,,,TEST,data
479,g77_xoff_0_yoff_64,,,VALID,data
480,g77_xoff_0_yoff_96,,,TEST,data
481,g77_xoff_128_yoff_32,,,TEST,data
482,g77_xoff_128_yoff_96,,,TRAIN,data
483,g77_xoff_160_yoff_64,,,TRAIN,data
484,g77_xoff_160_yoff_96,,,TRAIN,data
485,g77_xoff_192_yoff_128,,,TRAIN,data
486,g77_xoff_192_yoff_96,,,TRAIN,data
487,g77_xoff_224_yoff_160,,,TRAIN,data
488,g77_xoff_224_yoff_96,,,TRAIN,data
489,g77_xoff_256_yoff_96,,,TRAIN,data
490,g77_xoff_32_yoff_32,,,TRAIN,data
491,g77_xoff_32_yoff_64,,,TRAIN,data
492,g77_xoff_64_yoff_32,,,TRAIN,data
493,g77_xoff_64_yoff_96,,,TRAIN,data
494,g77_xoff_96_yoff_32,,,TEST,data
495,g78_xoff_128_yoff_128,,,TEST,data
496,g78_xoff_128_yoff_160,,,TRAIN,data
497,g78_xoff_128_yoff_192,,,TRAIN,data
498,g78_xoff_128_yoff_224,,,VALID,data
499,g78_xoff_128_yoff_96,,,VALID,data
500,g78_xoff_160_yoff_128,,,TEST,data
501,g78_xoff_160_yoff_160,,,TRAIN,data
502,g78_xoff_160_yoff_96,,,TEST,data
503,g78_xoff_64_yoff_224,,,TRAIN,data
504,g78_xoff_64_yoff_96,,,TEST,data
505,g78_xoff_96_yoff_128,,,TEST,data
506,g78_xoff_96_yoff_192,,,TRAIN,data
507,g78_xoff_96_yoff_224,,,TRAIN,data
508,g78_xoff_96_yoff_32,,,TRAIN,data
509,g78_xoff_96_yoff_96,,,VALID,data
510,g79_xoff_128_yoff_32,,,VALID,data
511,g79_xoff_128_yoff_64,,,VALID,data
512,g79_xoff_96_yoff_32,,,TEST,data
513,g7_xoff_0_yoff_0,,,TRAIN,data
514,g7_xoff_0_yoff_32,,,TRAIN,data
515,g7_xoff_32_yoff_0,,,VALID,data
516,g7_xoff_32_yoff_32,,,TRAIN,data
517,g80_xoff_0_yoff_0,,,TRAIN,data
518,g80_xoff_128_yoff_128,,,TRAIN,data
519,g80_xoff_32_yoff_64,,,TRAIN,data
520,g80_xoff_64_yoff_128,,,TRAIN,data
521,g80_xoff_64_yoff_32,,,TEST,data
522,g80_xoff_64_yoff_96,,,TRAIN,data
523,g80_xoff_96_yoff_128,,,VALID,data
524,g80_xoff_96_yoff_96,,,TRAIN,data
525,g81_xoff_0_yoff_256,,,TRAIN,data
526,g81_xoff_0_yoff_32,,,TRAIN,data
527,g81_xoff_128_yoff_192,,,TEST,data
528,g81_xoff_32_yoff_0,,,VALID,data
529,g81_xoff_32_yoff_192,,,TRAIN,data
